date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-17 00:00:00-04:00,4.150000095367432,4.239999771118164,4.074999809265137,4.170000076293945,3287600,0.0,0.0
2025-03-18 00:00:00-04:00,4.099999904632568,4.210000038146973,3.990000009536743,4.119999885559082,3605500,0.0,0.0
2025-03-19 00:00:00-04:00,4.139999866485596,4.400000095367432,4.119999885559082,4.320000171661377,2734600,0.0,0.0
2025-03-20 00:00:00-04:00,4.210000038146973,4.329999923706055,4.210000038146973,4.239999771118164,3539200,0.0,0.0
2025-03-21 00:00:00-04:00,3.609999895095825,3.8350000381469727,3.1500000953674316,3.7899999618530273,17295900,0.0,0.0
2025-03-24 00:00:00-04:00,3.9100000858306885,4.230000019073486,3.9000000953674316,4.0,5325800,0.0,0.0
2025-03-25 00:00:00-04:00,3.990000009536743,4.005000114440918,3.8499999046325684,3.990000009536743,4788600,0.0,0.0
2025-03-26 00:00:00-04:00,3.990000009536743,4.03000020980835,3.7699999809265137,3.8299999237060547,3439100,0.0,0.0
2025-03-27 00:00:00-04:00,3.799999952316284,3.799999952316284,3.6640000343322754,3.7200000286102295,4519300,0.0,0.0
2025-03-28 00:00:00-04:00,3.75,3.765000104904175,3.430000066757202,3.4600000381469727,3116700,0.0,0.0
2025-03-31 00:00:00-04:00,3.25,3.4200000762939453,3.2200000286102295,3.380000114440918,3709100,0.0,0.0
2025-04-01 00:00:00-04:00,3.359999895095825,3.4600000381469727,3.2709999084472656,3.430000066757202,2544000,0.0,0.0
2025-04-02 00:00:00-04:00,3.309999942779541,3.634999990463257,3.309999942779541,3.5799999237060547,3651700,0.0,0.0
2025-04-03 00:00:00-04:00,3.25,3.4149999618530273,3.200000047683716,3.3499999046325684,3664300,0.0,0.0
2025-04-04 00:00:00-04:00,3.130000114440918,3.25,2.9200000762939453,3.1700000762939453,5635300,0.0,0.0
2025-04-07 00:00:00-04:00,2.805000066757202,3.5,2.7899999618530273,3.259999990463257,7632100,0.0,0.0
2025-04-08 00:00:00-04:00,3.509999990463257,3.509999990463257,2.9200000762939453,3.0399999618530273,7110300,0.0,0.0
2025-04-09 00:00:00-04:00,3.0,3.7200000286102295,2.990000009536743,3.609999895095825,5670900,0.0,0.0
2025-04-10 00:00:00-04:00,3.359999895095825,3.4749999046325684,3.25,3.359999895095825,4336600,0.0,0.0
2025-04-11 00:00:00-04:00,3.240000009536743,3.240000009536743,3.069999933242798,3.1700000762939453,4178400,0.0,0.0
2025-04-14 00:00:00-04:00,3.2200000286102295,3.322999954223633,3.059999942779541,3.140000104904175,3722800,0.0,0.0
2025-04-15 00:00:00-04:00,3.130000114440918,3.325000047683716,3.109999895095825,3.2799999713897705,4183200,0.0,0.0
2025-04-16 00:00:00-04:00,3.190000057220459,3.2699999809265137,3.140000104904175,3.190000057220459,2565500,0.0,0.0
2025-04-17 00:00:00-04:00,3.190000057220459,3.265000104904175,3.140000104904175,3.2300000190734863,2322800,0.0,0.0
2025-04-21 00:00:00-04:00,3.1500000953674316,3.190000057220459,2.9200000762939453,2.9600000381469727,3153900,0.0,0.0
2025-04-22 00:00:00-04:00,3.0299999713897705,3.1070001125335693,2.9800000190734863,3.0399999618530273,2756700,0.0,0.0
2025-04-23 00:00:00-04:00,3.2300000190734863,3.3399999141693115,3.0999999046325684,3.109999895095825,3818700,0.0,0.0
2025-04-24 00:00:00-04:00,3.140000104904175,3.365000009536743,3.119999885559082,3.3499999046325684,3799000,0.0,0.0
2025-04-25 00:00:00-04:00,3.3399999141693115,3.440000057220459,3.305000066757202,3.390000104904175,2127300,0.0,0.0
2025-04-28 00:00:00-04:00,3.4100000858306885,3.5199999809265137,3.309999942779541,3.4100000858306885,3381900,0.0,0.0
2025-04-29 00:00:00-04:00,3.450000047683716,3.4800000190734863,3.359999895095825,3.430000066757202,2233800,0.0,0.0
2025-04-30 00:00:00-04:00,3.2799999713897705,3.309999942779541,3.1700000762939453,3.2899999618530273,2414500,0.0,0.0
2025-05-01 00:00:00-04:00,3.380000114440918,3.4200000762939453,3.2899999618530273,3.3499999046325684,2715600,0.0,0.0
2025-05-02 00:00:00-04:00,3.440000057220459,3.5899999141693115,3.424999952316284,3.509999990463257,3613300,0.0,0.0
2025-05-05 00:00:00-04:00,3.430000066757202,3.509999990463257,3.4000000953674316,3.4700000286102295,2152800,0.0,0.0
2025-05-06 00:00:00-04:00,3.4100000858306885,3.509999990463257,3.380000114440918,3.5,2050100,0.0,0.0
2025-05-07 00:00:00-04:00,3.5,3.5199999809265137,3.4000000953674316,3.4600000381469727,2316900,0.0,0.0
2025-05-08 00:00:00-04:00,3.549999952316284,3.634999990463257,3.493000030517578,3.609999895095825,3284200,0.0,0.0
2025-05-09 00:00:00-04:00,3.640000104904175,3.6600000858306885,3.484999895095825,3.559999942779541,3245300,0.0,0.0
2025-05-12 00:00:00-04:00,3.7799999713897705,3.880000114440918,3.690000057220459,3.740000009536743,3678500,0.0,0.0
2025-05-13 00:00:00-04:00,3.7699999809265137,3.8399999141693115,3.75,3.7799999713897705,3338500,0.0,0.0
2025-05-14 00:00:00-04:00,3.759999990463257,3.9489998817443848,3.744999885559082,3.890000104904175,4136100,0.0,0.0
2025-05-15 00:00:00-04:00,3.825000047683716,3.9100000858306885,3.7200000286102295,3.890000104904175,3093200,0.0,0.0
2025-05-16 00:00:00-04:00,3.880000114440918,3.9600000381469727,3.869999885559082,3.930000066757202,3203800,0.0,0.0
2025-05-19 00:00:00-04:00,3.809999942779541,3.8550000190734863,3.7699999809265137,3.8299999237060547,2302600,0.0,0.0
2025-05-20 00:00:00-04:00,3.819999933242798,3.9100000858306885,3.740000009536743,3.859999895095825,2052600,0.0,0.0
2025-05-21 00:00:00-04:00,3.7799999713897705,3.880000114440918,3.680000066757202,3.7100000381469727,2734900,0.0,0.0
2025-05-22 00:00:00-04:00,3.5999999046325684,3.765000104904175,3.4700000286102295,3.690000057220459,4410200,0.0,0.0
2025-05-23 00:00:00-04:00,3.5299999713897705,3.740000009536743,3.5299999713897705,3.680000066757202,4004400,0.0,0.0
2025-05-27 00:00:00-04:00,3.7699999809265137,3.9800000190734863,3.75,3.9700000286102295,4820900,0.0,0.0
2025-05-28 00:00:00-04:00,4.0,4.034999847412109,3.8949999809265137,3.990000009536743,5301300,0.0,0.0
2025-05-29 00:00:00-04:00,4.110000133514404,4.11899995803833,3.9000000953674316,3.940000057220459,4625300,0.0,0.0
2025-05-30 00:00:00-04:00,3.9000000953674316,3.950000047683716,3.7799999713897705,3.8399999141693115,4274600,0.0,0.0
2025-06-02 00:00:00-04:00,3.8399999141693115,3.859999895095825,3.6600000858306885,3.7899999618530273,3110200,0.0,0.0
2025-06-03 00:00:00-04:00,3.8499999046325684,3.880000114440918,3.759999990463257,3.8399999141693115,3972800,0.0,0.0
2025-06-04 00:00:00-04:00,4.019999980926514,4.03000020980835,3.7799999713897705,3.990000009536743,8556800,0.0,0.0
2025-06-05 00:00:00-04:00,5.21999979019165,6.449999809265137,5.010000228881836,5.960000038146973,68278500,0.0,0.0
2025-06-06 00:00:00-04:00,5.900000095367432,6.199999809265137,5.760000228881836,5.840000152587891,20528000,0.0,0.0
2025-06-09 00:00:00-04:00,5.900000095367432,6.150000095367432,5.639999866485596,5.829999923706055,13702400,0.0,0.0
2025-06-10 00:00:00-04:00,5.829999923706055,5.840000152587891,5.440000057220459,5.590000152587891,8996700,0.0,0.0
2025-06-11 00:00:00-04:00,5.659999847412109,5.730000019073486,5.420000076293945,5.429999828338623,6863300,0.0,0.0
2025-06-12 00:00:00-04:00,6.25,6.28000020980835,5.260000228881836,5.460000038146973,27345300,0.0,0.0
2025-06-13 00:00:00-04:00,5.28000020980835,5.590000152587891,5.25,5.369999885559082,8412400,0.0,0.0
2025-06-16 00:00:00-04:00,5.40500020980835,5.489999771118164,5.170000076293945,5.340000152587891,8207200,0.0,0.0
2025-06-17 00:00:00-04:00,5.255000114440918,5.28000020980835,5.019999980926514,5.099999904632568,7282300,0.0,0.0
2025-06-18 00:00:00-04:00,5.099999904632568,5.21999979019165,5.03000020980835,5.110000133514404,5442300,0.0,0.0
2025-06-20 00:00:00-04:00,5.150000095367432,5.210000038146973,4.960000038146973,5.03000020980835,10920800,0.0,0.0
2025-06-23 00:00:00-04:00,4.96999979019165,5.364999771118164,4.900000095367432,5.300000190734863,8754300,0.0,0.0
2025-06-24 00:00:00-04:00,5.5,5.639999866485596,5.409999847412109,5.570000171661377,6585800,0.0,0.0
2025-06-25 00:00:00-04:00,5.730000019073486,5.739999771118164,5.420000076293945,5.420000076293945,5399600,0.0,0.0
2025-06-26 00:00:00-04:00,5.539999961853027,6.099999904632568,5.519999980926514,6.059999942779541,14505100,0.0,0.0
2025-06-27 00:00:00-04:00,6.110000133514404,6.59499979019165,5.909999847412109,6.070000171661377,26495100,0.0,0.0
2025-06-30 00:00:00-04:00,6.150000095367432,6.230000019073486,5.980000019073486,6.099999904632568,12979300,0.0,0.0
2025-07-01 00:00:00-04:00,7.130000114440918,7.718999862670898,6.099999904632568,6.159999847412109,43956000,0.0,0.0
2025-07-02 00:00:00-04:00,6.170000076293945,6.230000019073486,5.920000076293945,6.139999866485596,11868100,0.0,0.0
2025-07-03 00:00:00-04:00,6.099999904632568,6.96999979019165,6.079999923706055,6.849999904632568,15391900,0.0,0.0
2025-07-07 00:00:00-04:00,6.809999942779541,6.909999847412109,6.429999828338623,6.829999923706055,8541400,0.0,0.0
2025-07-08 00:00:00-04:00,6.960000038146973,7.150000095367432,6.71999979019165,6.929999828338623,14810800,0.0,0.0
2025-07-09 00:00:00-04:00,6.989999771118164,7.130000114440918,6.699999809265137,6.849999904632568,7649500,0.0,0.0
2025-07-10 00:00:00-04:00,6.820000171661377,6.949999809265137,6.599999904632568,6.599999904632568,6369600,0.0,0.0
2025-07-11 00:00:00-04:00,6.510000228881836,6.534999847412109,6.114999771118164,6.139999866485596,9138900,0.0,0.0
2025-07-14 00:00:00-04:00,6.110000133514404,6.289999961853027,6.014999866485596,6.199999809265137,8888000,0.0,0.0
2025-07-15 00:00:00-04:00,6.230000019073486,6.650000095367432,6.198999881744385,6.429999828338623,9159400,0.0,0.0
2025-07-16 00:00:00-04:00,6.449999809265137,6.534999847412109,6.215000152587891,6.449999809265137,6077000,0.0,0.0
2025-07-17 00:00:00-04:00,6.630000114440918,6.889999866485596,6.605000019073486,6.630000114440918,8268500,0.0,0.0
2025-07-18 00:00:00-04:00,6.630000114440918,6.800000190734863,6.46999979019165,6.789999961853027,8332000,0.0,0.0
2025-07-21 00:00:00-04:00,7.0,7.25,6.840000152587891,7.03000020980835,14576100,0.0,0.0
2025-07-22 00:00:00-04:00,6.974999904632568,6.974999904632568,6.465000152587891,6.599999904632568,8596400,0.0,0.0
2025-07-23 00:00:00-04:00,6.590000152587891,6.869999885559082,6.559999942779541,6.860000133514404,6929900,0.0,0.0
2025-07-24 00:00:00-04:00,6.860000133514404,6.96999979019165,6.715000152587891,6.840000152587891,4577700,0.0,0.0
2025-07-25 00:00:00-04:00,6.929999828338623,7.159999847412109,6.610000133514404,6.650000095367432,5460400,0.0,0.0
2025-07-28 00:00:00-04:00,6.670000076293945,6.690000057220459,6.320000171661377,6.360000133514404,5526600,0.0,0.0
2025-07-29 00:00:00-04:00,6.46999979019165,6.514999866485596,6.050000190734863,6.190000057220459,5052000,0.0,0.0
2025-07-30 00:00:00-04:00,6.25,6.409999847412109,6.170000076293945,6.28000020980835,4933000,0.0,0.0
2025-07-31 00:00:00-04:00,6.320000171661377,6.510000228881836,6.179999828338623,6.25,4271400,0.0,0.0
2025-08-01 00:00:00-04:00,6.0,6.309999942779541,5.869999885559082,6.179999828338623,6299500,0.0,0.0
2025-08-04 00:00:00-04:00,6.25,6.570000171661377,6.239999771118164,6.539999961853027,5447100,0.0,0.0
2025-08-05 00:00:00-04:00,6.639999866485596,6.735000133514404,6.289999961853027,6.389999866485596,5000300,0.0,0.0
